column_name,value
incident_datetime,2020-10-22 22:00:58
incident_datetime,2020-10-23 06:18:44
incident_datetime,2020-10-24 04:18:00
incident_datetime,2020-10-24 06:14:36
incident_datetime,2020-10-25 04:13:21
incident_datetime,2020-10-25 20:18:49
incident_datetime,2020-10-26 20:37:59
incident_datetime,2020-10-26 21:27:39
incident_datetime,2020-10-27 05:26:12
incident_datetime,2020-10-29 13:04:39
incident_datetime,2020-10-30 10:27:34
incident_datetime,2020-10-30 11:15:55
incident_datetime,2020-11-01 02:21:12
incident_datetime,2020-11-01 06:44:57
incident_datetime,2020-11-02 04:28:07
incident_datetime,2020-11-02 22:47:18
incident_datetime,2020-11-03 17:55:29
incident_datetime,2020-11-04 19:25:05
incident_datetime,2020-11-05 17:05:04
incident_datetime,2020-11-06 09:12:56
incident_datetime,2020-11-07 04:28:19
incident_datetime,2020-11-07 04:33:06
incident_datetime,2020-11-07 06:33:43
incident_datetime,2020-11-07 07:44:13
incident_datetime,2020-11-07 09:26:53
incident_datetime,2020-11-07 11:09:15
incident_datetime,2020-11-07 21:22:05
incident_datetime,2020-11-08 02:10:01
incident_datetime,2020-11-08 08:05:13
incident_datetime,2020-11-08 17:25:29
incident_datetime,2020-11-10 16:47:41
incident_datetime,2020-11-10 19:20:15
incident_datetime,2020-11-11 03:03:19
incident_datetime,2020-11-12 08:47:39
incident_datetime,2020-11-12 10:14:47
incident_datetime,2020-11-12 17:51:06
incident_datetime,2020-11-14 02:56:05
incident_datetime,2020-11-14 19:57:23
incident_datetime,2020-11-15 23:47:52
incident_datetime,2020-11-16 10:47:03
incident_datetime,2020-11-16 14:07:42
incident_datetime,2020-11-16 18:15:01
incident_datetime,2020-11-18 16:18:08
incident_datetime,2020-11-18 17:29:43
incident_datetime,2020-11-18 17:55:32
incident_datetime,2020-11-19 00:14:20
incident_datetime,2020-11-19 21:18:23
incident_datetime,2020-11-20 16:20:55
incident_datetime,2020-11-20 18:42:21
incident_datetime,2020-11-21 03:41:49
incident_datetime,2020-11-21 15:34:58
incident_datetime,2020-11-21 20:08:09
incident_datetime,2020-11-22 04:59:53
incident_datetime,2020-11-22 06:24:33
incident_datetime,2020-11-23 07:34:59
incident_datetime,2020-11-23 22:17:47
incident_datetime,2020-11-23 22:54:47
incident_datetime,2020-11-24 00:06:00
incident_datetime,2020-11-24 04:40:36
incident_datetime,2020-11-24 12:13:29
incident_datetime,2020-11-25 11:21:21
incident_datetime,2020-11-25 11:55:00
incident_datetime,2020-11-25 17:23:51
incident_datetime,2020-11-26 04:56:15
incident_datetime,2020-11-26 07:15:19
incident_datetime,2020-11-26 08:00:11
incident_datetime,2020-11-27 13:42:05
incident_datetime,2020-11-28 09:06:38
incident_datetime,2020-11-28 10:40:18
incident_datetime,2020-11-28 22:38:40
incident_datetime,2020-11-29 10:57:21
incident_datetime,2020-11-30 02:05:54
incident_datetime,2020-12-01 00:16:21
incident_datetime,2020-12-01 02:00:28
incident_datetime,2020-12-01 18:49:12
incident_datetime,2020-12-02 01:02:55
incident_datetime,2020-12-02 22:39:23
incident_datetime,2020-12-04 01:56:39
incident_datetime,2020-12-05 01:14:27
incident_datetime,2020-12-05 09:45:50
incident_datetime,2020-12-06 02:40:09
incident_datetime,2020-12-08 01:23:36
incident_datetime,2020-12-08 02:07:59
incident_datetime,2020-12-08 16:24:05
incident_datetime,2020-12-09 15:14:24
incident_datetime,2020-12-10 08:37:30
incident_datetime,2020-12-10 10:16:35
incident_datetime,2020-12-10 23:00:01
incident_datetime,2020-12-10 23:35:22
incident_datetime,2020-12-11 18:15:08
incident_datetime,2020-12-11 20:09:38
incident_datetime,2020-12-12 02:23:27
incident_datetime,2020-12-15 05:51:54
incident_datetime,2020-12-15 15:59:21
incident_datetime,2020-12-15 17:57:46
incident_datetime,2020-12-16 02:06:34
incident_datetime,2020-12-16 03:44:13
incident_datetime,2020-12-16 07:12:25
incident_datetime,2020-12-16 12:36:32
incident_datetime,2020-12-17 07:00:02
incident_datetime,2020-12-17 09:01:10
incident_datetime,2020-12-18 19:31:37
incident_datetime,2020-12-19 08:43:14
incident_datetime,2020-12-20 17:27:18
incident_datetime,2020-12-22 23:44:11
incident_datetime,2020-12-25 16:29:37
incident_datetime,2020-12-26 02:41:19
incident_datetime,2020-12-26 04:04:15
incident_datetime,2020-12-26 14:30:56
incident_datetime,2020-12-27 04:24:22
incident_datetime,2020-12-27 14:38:43
incident_datetime,2020-12-28 16:44:20
incident_datetime,2020-12-30 13:42:14
incident_datetime,2020-12-31 14:17:45
incident_datetime,2021-01-02 02:36:09
incident_datetime,2021-01-03 13:59:41
incident_datetime,2021-01-03 14:02:17
incident_datetime,2021-01-03 16:57:09
incident_datetime,2021-01-04 04:43:10
incident_datetime,2021-01-04 05:41:09
incident_datetime,2021-01-04 12:09:21
incident_datetime,2021-01-04 17:22:27
incident_datetime,2021-01-06 17:19:48
incident_datetime,2021-01-07 18:02:19
incident_datetime,2021-01-08 17:45:00
incident_datetime,2021-01-09 02:15:37
incident_datetime,2021-01-09 09:23:31
incident_datetime,2021-01-09 11:27:53
incident_datetime,2021-01-09 17:26:18
incident_datetime,2021-01-10 22:11:55
incident_datetime,2021-01-11 08:06:21
incident_datetime,2021-01-12 00:17:55
incident_datetime,2021-01-12 00:30:31
incident_datetime,2021-01-12 08:12:19
incident_datetime,2021-01-12 14:18:28
incident_datetime,2021-01-12 21:51:27
incident_datetime,2021-01-14 23:09:40
incident_datetime,2021-01-15 01:22:01
incident_datetime,2021-01-15 01:39:00
incident_datetime,2021-01-15 09:26:14
incident_datetime,2021-01-15 19:08:17
incident_datetime,2021-01-15 19:27:17
incident_datetime,2021-01-17 03:02:39
incident_datetime,2021-01-17 06:21:30
incident_datetime,2021-01-18 03:05:30
incident_datetime,2021-01-19 13:43:15
incident_datetime,2021-01-20 08:14:42
incident_datetime,2021-01-20 14:20:34
incident_datetime,2021-01-21 18:51:46
incident_datetime,2021-01-21 18:58:50
incident_datetime,2021-01-22 00:26:48
incident_datetime,2021-01-22 01:12:50
incident_datetime,2021-01-22 02:37:24
incident_datetime,2021-01-22 07:17:00
incident_datetime,2021-01-23 16:20:55
incident_datetime,2021-01-23 23:14:55
incident_datetime,2021-01-25 04:16:44
incident_datetime,2021-01-26 00:54:26
incident_datetime,2021-01-26 04:41:19
incident_datetime,2021-01-27 01:50:52
incident_datetime,2021-01-27 08:42:58
incident_datetime,2021-01-28 01:17:38
incident_datetime,2021-01-28 01:44:35
incident_datetime,2021-01-28 04:50:04
incident_datetime,2021-01-29 06:49:40
incident_datetime,2021-01-29 18:55:33
incident_datetime,2021-01-30 02:52:19
incident_datetime,2021-01-31 07:10:31
incident_datetime,2021-01-31 11:04:40
incident_datetime,2021-02-02 15:15:08
incident_datetime,2021-02-04 04:12:39
incident_datetime,2021-02-04 07:05:10
incident_datetime,2021-02-05 16:11:25
incident_datetime,2021-02-05 21:42:10
incident_datetime,2021-02-06 09:41:53
incident_datetime,2021-02-07 08:42:37
incident_datetime,2021-02-10 16:18:53
incident_datetime,2021-02-12 16:36:51
incident_datetime,2021-02-13 03:40:41
incident_datetime,2021-02-13 05:33:47
incident_datetime,2021-02-13 09:02:18
incident_datetime,2021-02-13 19:08:02
incident_datetime,2021-02-14 00:06:09
incident_datetime,2021-02-14 06:18:36
incident_datetime,2021-02-14 06:56:48
incident_datetime,2021-02-14 10:49:48
incident_datetime,2021-02-14 12:01:39
incident_datetime,2021-02-14 13:57:31
incident_datetime,2021-02-14 22:06:50
incident_datetime,2021-02-15 05:13:01
incident_datetime,2021-02-16 12:46:20
incident_datetime,2021-02-18 18:21:45
incident_datetime,2021-02-19 06:53:53
incident_datetime,2021-02-20 01:57:08
incident_datetime,2021-02-21 02:17:01
incident_datetime,2021-02-21 04:50:43
incident_datetime,2021-02-21 05:48:55
incident_datetime,2021-02-21 21:49:40
incident_datetime,2021-02-22 10:40:00
incident_datetime,2021-02-22 14:04:50
incident_datetime,2021-02-22 17:58:29
incident_datetime,2021-02-22 20:51:44
incident_datetime,2021-02-23 17:21:41
incident_datetime,2021-02-23 20:08:38
incident_datetime,2021-02-24 06:39:11
incident_datetime,2021-02-25 02:10:17
incident_datetime,2021-02-25 11:04:11
incident_datetime,2021-02-26 10:56:13
incident_datetime,2021-02-26 20:38:10
incident_datetime,2021-02-28 07:59:34
incident_datetime,2021-03-01 04:00:41
incident_datetime,2021-03-01 06:55:55
incident_datetime,2021-03-01 14:10:45
incident_datetime,2021-03-02 18:57:27
incident_datetime,2021-03-02 23:17:22
incident_datetime,2021-03-03 23:30:18
incident_datetime,2021-03-03 23:47:37
incident_datetime,2021-03-04 19:02:01
incident_datetime,2021-03-05 19:58:50
incident_datetime,2021-03-07 08:53:09
incident_datetime,2021-03-07 16:28:13
incident_datetime,2021-03-07 16:50:03
incident_datetime,2021-03-07 18:36:51
incident_datetime,2021-03-08 07:01:03
incident_datetime,2021-03-08 14:15:41
incident_datetime,2021-03-08 16:55:44
incident_datetime,2021-03-09 18:45:55
incident_datetime,2021-03-10 23:33:28
incident_datetime,2021-03-11 23:45:54
incident_datetime,2021-03-14 01:06:48
incident_datetime,2021-03-14 01:41:05
incident_datetime,2021-03-15 02:56:49
incident_datetime,2021-03-15 04:08:04
incident_datetime,2021-03-15 14:47:55
incident_datetime,2021-03-15 20:14:34
incident_datetime,2021-03-16 09:55:52
incident_datetime,2021-03-16 12:27:47
incident_datetime,2021-03-17 07:32:07
incident_datetime,2021-03-17 07:50:45
incident_datetime,2021-03-18 18:13:22
incident_datetime,2021-03-19 00:56:05
incident_datetime,2021-03-19 01:24:59
incident_datetime,2021-03-19 10:14:00
incident_datetime,2021-03-19 14:39:31
incident_datetime,2021-03-20 13:47:04
incident_datetime,2021-03-21 09:22:49
incident_datetime,2021-03-21 18:12:39
incident_datetime,2021-03-22 14:18:55
incident_datetime,2021-03-22 20:10:46
incident_datetime,2021-03-23 04:49:26
incident_datetime,2021-03-23 05:35:52
incident_datetime,2021-03-23 21:23:14
incident_datetime,2021-03-24 03:00:49
incident_datetime,2021-03-24 14:49:53
incident_datetime,2021-03-24 16:41:44
incident_datetime,2021-03-25 09:33:44
incident_datetime,2021-03-26 01:56:37
incident_datetime,2021-03-27 16:04:53
incident_datetime,2021-03-27 17:08:56
incident_datetime,2021-03-28 04:24:33
incident_datetime,2021-03-28 14:42:07
incident_datetime,2021-03-28 17:21:12
incident_datetime,2021-03-29 02:28:36
incident_datetime,2021-03-29 04:16:18
incident_datetime,2021-03-29 05:48:24
incident_datetime,2021-03-29 12:46:18
incident_datetime,2021-03-29 14:01:59
incident_datetime,2021-03-30 08:20:26
incident_datetime,2021-03-31 05:51:40
incident_datetime,2021-03-31 06:41:43
incident_datetime,2021-03-31 08:45:49
incident_datetime,2021-04-01 10:28:21
incident_datetime,2021-04-03 03:38:23
incident_datetime,2021-04-05 23:13:13
incident_datetime,2021-04-06 22:57:21
incident_datetime,2021-04-07 06:36:17
incident_datetime,2021-04-07 16:01:03
incident_datetime,2021-04-08 00:23:27
incident_datetime,2021-04-08 17:24:14
incident_datetime,2021-04-10 06:48:38
incident_datetime,2021-04-10 18:32:13
incident_datetime,2021-04-11 04:29:29
incident_datetime,2021-04-12 02:18:35
incident_datetime,2021-04-12 10:57:51
incident_datetime,2021-04-13 02:48:54
incident_datetime,2021-04-13 17:52:03
incident_datetime,2021-04-13 19:01:50
incident_datetime,2021-04-14 23:35:56
incident_datetime,2021-04-15 12:07:42
incident_datetime,2021-04-15 13:37:25
incident_datetime,2021-04-15 23:46:03
incident_datetime,2021-04-16 09:01:45
incident_datetime,2021-04-16 14:31:21
incident_datetime,2021-04-18 00:46:58
incident_datetime,2021-04-18 21:14:12
incident_datetime,2021-04-18 21:54:15
incident_datetime,2021-04-19 09:42:07
incident_datetime,2021-04-19 14:15:32
incident_datetime,2021-04-20 03:26:47
incident_datetime,2021-04-20 16:12:17
incident_datetime,2021-04-20 22:41:12
incident_datetime,2021-04-21 04:04:27
incident_datetime,2021-04-21 08:58:57
incident_datetime,2021-04-22 05:14:22
incident_datetime,2021-04-22 19:10:26
incident_datetime,2021-04-24 07:52:57
incident_datetime,2021-04-24 10:41:42
incident_datetime,2021-04-24 13:25:49
incident_datetime,2021-04-24 21:47:35
incident_datetime,2021-04-26 06:41:08
incident_datetime,2021-04-26 10:35:57
incident_datetime,2021-04-26 19:31:11
incident_datetime,2021-04-27 19:59:37
incident_datetime,2021-04-28 02:41:09
incident_datetime,2021-04-28 05:25:51
incident_datetime,2021-04-29 04:41:06
incident_datetime,2021-04-30 08:49:20
incident_datetime,2021-04-30 20:59:31
incident_datetime,2021-05-01 09:12:38
incident_datetime,2021-05-02 02:24:40
incident_datetime,2021-05-02 12:23:22
incident_datetime,2021-05-03 14:12:52
incident_datetime,2021-05-04 07:41:21
incident_datetime,2021-05-05 08:13:07
incident_datetime,2021-05-05 20:32:44
incident_datetime,2021-05-06 02:50:50
incident_datetime,2021-05-06 17:48:05
incident_datetime,2021-05-07 02:07:38
incident_datetime,2021-05-08 15:23:42
incident_datetime,2021-05-09 09:32:36
incident_datetime,2021-05-10 23:55:13
incident_datetime,2021-05-11 01:39:32
incident_datetime,2021-05-12 00:58:21
incident_datetime,2021-05-12 08:29:22
incident_datetime,2021-05-12 10:06:03
incident_datetime,2021-05-12 13:40:27
incident_datetime,2021-05-13 11:49:07
incident_datetime,2021-05-13 15:06:17
incident_datetime,2021-05-14 01:30:29
incident_datetime,2021-05-14 21:40:10
incident_datetime,2021-05-16 08:16:03
incident_datetime,2021-05-16 16:02:25
incident_datetime,2021-05-16 16:43:24
incident_datetime,2021-05-16 21:16:39
incident_datetime,2021-05-18 07:17:11
incident_datetime,2021-05-19 00:51:56
incident_datetime,2021-05-19 16:44:54
incident_datetime,2021-05-19 17:59:01
incident_datetime,2021-05-20 22:14:38
incident_datetime,2021-05-21 05:28:07
incident_datetime,2021-05-21 16:26:35
incident_datetime,2021-05-22 10:42:16
incident_datetime,2021-05-24 12:40:43
incident_datetime,2021-05-25 11:15:08
incident_datetime,2021-05-25 11:44:59
incident_datetime,2021-05-26 17:30:42
incident_datetime,2021-05-27 02:55:30
incident_datetime,2021-05-27 03:02:38
incident_datetime,2021-05-28 07:56:07
incident_datetime,2021-05-28 20:47:34
incident_datetime,2021-05-29 15:31:10
incident_datetime,2021-05-30 09:27:52
incident_datetime,2021-05-30 11:24:19
incident_datetime,2021-05-31 18:32:51
incident_datetime,2021-06-01 06:05:53
incident_datetime,2021-06-02 06:45:20
incident_datetime,2021-06-02 21:34:40
incident_datetime,2021-06-03 04:47:36
incident_datetime,2021-06-03 12:26:15
incident_datetime,2021-06-03 22:56:52
incident_datetime,2021-06-04 12:09:09
incident_datetime,2021-06-04 14:42:31
incident_datetime,2021-06-05 04:41:20
incident_datetime,2021-06-06 04:16:57
incident_datetime,2021-06-06 16:30:11
incident_datetime,2021-06-07 04:38:36
incident_datetime,2021-06-07 14:10:42
incident_datetime,2021-06-09 14:40:26
incident_datetime,2021-06-09 22:10:35
incident_datetime,2021-06-10 15:17:10
incident_datetime,2021-06-10 18:59:53
incident_datetime,2021-06-12 04:26:39
incident_datetime,2021-06-12 09:20:34
incident_datetime,2021-06-13 01:48:33
incident_datetime,2021-06-13 20:30:29
incident_datetime,2021-06-14 15:51:50
incident_datetime,2021-06-15 01:43:52
incident_datetime,2021-06-15 16:17:11
incident_datetime,2021-06-16 17:40:45
incident_datetime,2021-06-17 00:13:11
incident_datetime,2021-06-17 10:48:31
incident_datetime,2021-06-18 18:12:51
incident_datetime,2021-06-18 19:01:24
incident_datetime,2021-06-19 00:49:20
incident_datetime,2021-06-19 11:40:39
incident_datetime,2021-06-19 21:18:53
incident_datetime,2021-06-19 22:13:44
incident_datetime,2021-06-20 06:31:30
incident_datetime,2021-06-21 17:17:24
incident_datetime,2021-06-23 03:50:36
incident_datetime,2021-06-23 17:48:01
incident_datetime,2021-06-24 05:53:31
incident_datetime,2021-06-26 01:14:15
incident_datetime,2021-06-26 01:23:05
incident_datetime,2021-06-27 06:28:24
incident_datetime,2021-06-27 22:13:36
incident_datetime,2021-06-28 23:57:26
incident_datetime,2021-06-29 01:39:37
incident_datetime,2021-06-29 13:23:40
incident_datetime,2021-06-30 12:02:03
incident_datetime,2021-06-30 17:30:37
incident_datetime,2021-07-01 02:04:22
incident_datetime,2021-07-01 10:54:22
incident_datetime,2021-07-01 13:00:20
incident_datetime,2021-07-03 15:10:11
incident_datetime,2021-07-04 20:59:25
incident_datetime,2021-07-05 02:49:53
incident_datetime,2021-07-05 08:19:01
incident_datetime,2021-07-06 02:26:57
incident_datetime,2021-07-07 04:36:48
incident_datetime,2021-07-07 05:21:01
incident_datetime,2021-07-07 09:26:48
incident_datetime,2021-07-07 13:06:22
incident_datetime,2021-07-07 15:51:34
incident_datetime,2021-07-07 19:56:32
incident_datetime,2021-07-08 03:01:37
incident_datetime,2021-07-08 04:21:58
incident_datetime,2021-07-08 22:09:09
incident_datetime,2021-07-09 02:12:58
incident_datetime,2021-07-09 10:34:03
incident_datetime,2021-07-11 19:04:26
incident_datetime,2021-07-12 09:36:02
incident_datetime,2021-07-12 09:48:32
incident_datetime,2021-07-13 05:08:10
incident_datetime,2021-07-13 05:39:37
incident_datetime,2021-07-13 14:10:12
incident_datetime,2021-07-13 20:31:28
incident_datetime,2021-07-14 00:44:13
incident_datetime,2021-07-14 06:32:23
incident_datetime,2021-07-15 16:16:52
incident_datetime,2021-07-16 13:53:28
incident_datetime,2021-07-17 03:43:40
incident_datetime,2021-07-17 15:48:50
incident_datetime,2021-07-18 04:10:52
incident_datetime,2021-07-18 11:18:04
incident_datetime,2021-07-18 12:36:42
incident_datetime,2021-07-19 18:15:54
incident_datetime,2021-07-19 19:57:43
incident_datetime,2021-07-20 20:07:40
incident_datetime,2021-07-21 21:02:40
incident_datetime,2021-07-22 17:32:16
incident_datetime,2021-07-22 23:54:11
incident_datetime,2021-07-24 20:08:13
incident_datetime,2021-07-24 23:11:46
incident_datetime,2021-07-27 03:29:06
incident_datetime,2021-07-27 22:05:23
incident_datetime,2021-07-28 08:35:14
incident_datetime,2021-07-28 10:52:37
incident_datetime,2021-07-29 03:44:36
incident_datetime,2021-07-29 15:33:28
incident_datetime,2021-07-30 05:40:05
incident_datetime,2021-07-30 08:58:11
incident_datetime,2021-07-30 12:57:32
incident_datetime,2021-07-31 08:05:29
incident_datetime,2021-07-31 13:51:34
incident_datetime,2021-08-01 08:08:24
incident_datetime,2021-08-02 14:51:33
incident_datetime,2021-08-02 20:09:19
incident_datetime,2021-08-03 05:16:28
incident_datetime,2021-08-03 07:17:35
incident_datetime,2021-08-03 18:26:02
incident_datetime,2021-08-04 01:29:11
incident_datetime,2021-08-04 15:35:54
incident_datetime,2021-08-06 02:57:36
incident_datetime,2021-08-06 06:48:34
incident_datetime,2021-08-06 11:47:33
incident_datetime,2021-08-06 19:30:41
incident_datetime,2021-08-08 06:17:14
incident_datetime,2021-08-09 01:24:46
incident_datetime,2021-08-09 07:03:29
incident_datetime,2021-08-09 14:06:07
incident_datetime,2021-08-09 16:11:18
incident_datetime,2021-08-09 19:13:08
incident_datetime,2021-08-10 03:52:03
incident_datetime,2021-08-10 09:02:31
incident_datetime,2021-08-11 05:47:21
incident_datetime,2021-08-11 06:14:34
incident_datetime,2021-08-11 09:50:08
incident_datetime,2021-08-11 12:51:14
incident_datetime,2021-08-12 02:21:49
incident_datetime,2021-08-12 07:30:23
incident_datetime,2021-08-12 09:30:39
incident_datetime,2021-08-13 15:39:11
incident_datetime,2021-08-14 18:30:21
incident_datetime,2021-08-15 00:42:10
incident_datetime,2021-08-15 08:48:51
incident_datetime,2021-08-15 17:30:23
incident_datetime,2021-08-15 19:27:28
incident_datetime,2021-08-15 21:59:41
incident_datetime,2021-08-16 08:04:20
incident_datetime,2021-08-17 08:21:55
incident_datetime,2021-08-17 21:16:49
incident_datetime,2021-08-17 23:01:40
incident_datetime,2021-08-18 10:04:01
incident_datetime,2021-08-18 13:52:19
incident_datetime,2021-08-18 18:49:33
incident_datetime,2021-08-20 18:38:40
incident_datetime,2021-08-21 09:44:44
incident_datetime,2021-08-21 10:06:59
incident_datetime,2021-08-24 20:03:17
incident_datetime,2021-08-24 22:46:34
incident_datetime,2021-08-25 10:25:08
incident_datetime,2021-08-25 12:40:31
incident_datetime,2021-08-25 17:17:51
incident_datetime,2021-08-26 21:25:21
incident_datetime,2021-08-27 07:59:45
incident_datetime,2021-08-27 13:46:53
incident_datetime,2021-08-27 14:48:33
incident_datetime,2021-08-28 09:42:19
incident_datetime,2021-08-28 15:30:49
incident_datetime,2021-08-29 05:19:03
incident_datetime,2021-08-29 14:38:55
incident_datetime,2021-08-30 08:27:39
incident_datetime,2021-08-31 04:15:36
incident_datetime,2021-08-31 05:18:16
incident_datetime,2021-08-31 20:36:25
incident_datetime,2021-09-01 02:24:54
incident_datetime,2021-09-01 19:32:12
incident_datetime,2021-09-03 09:41:23
incident_datetime,2021-09-05 06:37:23
incident_datetime,2021-09-05 07:27:08
incident_datetime,2021-09-05 09:45:33
incident_datetime,2021-09-05 15:02:37
incident_datetime,2021-09-05 19:22:52
incident_datetime,2021-09-06 12:01:53
incident_datetime,2021-09-06 15:31:10
incident_datetime,2021-09-07 07:37:50
incident_datetime,2021-09-07 21:17:05
incident_datetime,2021-09-08 20:41:21
incident_datetime,2021-09-09 02:29:22
incident_datetime,2021-09-09 09:45:47
incident_datetime,2021-09-10 13:36:06
incident_datetime,2021-09-11 06:51:09
incident_datetime,2021-09-11 09:51:44
incident_datetime,2021-09-11 10:18:02
incident_datetime,2021-09-12 06:33:32
incident_datetime,2021-09-12 16:15:28
incident_datetime,2021-09-13 15:27:10
incident_datetime,2021-09-14 08:57:33
incident_datetime,2021-09-15 16:47:52
incident_datetime,2021-09-16 04:27:17
incident_datetime,2021-09-16 22:52:48
incident_datetime,2021-09-16 23:39:18
incident_datetime,2021-09-17 05:45:49
incident_datetime,2021-09-17 17:42:01
incident_datetime,2021-09-19 00:31:33
incident_datetime,2021-09-19 01:52:54
incident_datetime,2021-09-19 20:55:10
incident_datetime,2021-09-19 22:00:43
incident_datetime,2021-09-20 20:27:58
incident_datetime,2021-09-22 05:27:49
incident_datetime,2021-09-22 08:50:41
incident_datetime,2021-09-24 07:50:28
incident_datetime,2021-09-25 15:49:14
incident_datetime,2021-09-25 19:52:04
incident_datetime,2021-09-26 07:39:32
incident_datetime,2021-09-26 12:37:46
incident_datetime,2021-09-27 00:03:26
incident_datetime,2021-09-27 00:07:21
incident_datetime,2021-09-27 10:55:42
incident_datetime,2021-09-27 16:30:27
incident_datetime,2021-09-28 00:48:48
incident_datetime,2021-09-28 14:30:50
incident_datetime,2021-09-28 18:58:52
incident_datetime,2021-09-29 05:48:06
incident_datetime,2021-10-01 01:52:47
incident_datetime,2021-10-01 04:27:45
incident_datetime,2021-10-01 15:11:41
incident_datetime,2021-10-01 20:15:36
incident_datetime,2021-10-02 12:40:20
incident_datetime,2021-10-03 00:27:19
incident_datetime,2021-10-03 05:17:02
incident_datetime,2021-10-03 14:53:00
incident_datetime,2021-10-04 16:51:57
incident_datetime,2021-10-04 22:41:05
incident_datetime,2021-10-05 11:37:44
incident_datetime,2021-10-05 19:39:24
incident_datetime,2021-10-05 22:42:58
incident_datetime,2021-10-06 05:28:30
incident_datetime,2021-10-06 08:11:54
incident_datetime,2021-10-06 13:21:27
incident_datetime,2021-10-06 19:39:37
incident_datetime,2021-10-07 01:49:00
incident_datetime,2021-10-07 20:49:06
incident_datetime,2021-10-07 21:07:20
incident_datetime,2021-10-08 02:14:35
incident_datetime,2021-10-08 08:11:44
incident_datetime,2021-10-08 11:52:48
incident_datetime,2021-10-08 21:25:55
incident_datetime,2021-10-09 13:06:33
incident_datetime,2021-10-09 19:09:42
incident_datetime,2021-10-10 06:22:38
incident_datetime,2021-10-11 04:24:08
incident_datetime,2021-10-11 16:18:56
incident_datetime,2021-10-11 20:27:17
incident_datetime,2021-10-13 02:46:55
incident_datetime,2021-10-13 21:13:36
incident_datetime,2021-10-18 11:59:49
incident_datetime,2021-10-19 18:01:35
incident_datetime,2021-10-21 04:26:03
incident_datetime,2021-10-21 06:41:20
incident_datetime,2021-10-22 01:12:37
incident_datetime,2021-10-22 02:46:58
incident_datetime,2021-10-24 01:03:00
incident_datetime,2021-10-24 09:13:29
incident_datetime,2021-10-24 09:56:46
incident_datetime,2021-10-24 15:02:30
incident_datetime,2021-10-24 21:33:50
incident_datetime,2021-10-27 01:44:13
incident_datetime,2021-10-27 10:02:05
incident_datetime,2021-10-28 00:50:53
incident_datetime,2021-10-28 13:12:55
incident_datetime,2021-10-28 17:55:45
incident_datetime,2021-10-29 06:28:27
incident_datetime,2021-10-29 06:38:38
incident_datetime,2021-10-29 06:39:29
incident_datetime,2021-10-29 08:57:41
incident_datetime,2021-10-30 02:20:40
incident_datetime,2021-10-30 14:55:40
incident_datetime,2021-10-31 17:44:23
incident_datetime,2021-11-01 01:59:00
incident_datetime,2021-11-01 08:46:49
incident_datetime,2021-11-02 06:17:05
incident_datetime,2021-11-03 23:09:29
incident_datetime,2021-11-05 17:21:18
incident_datetime,2021-11-07 06:06:38
incident_datetime,2021-11-10 00:28:52
incident_datetime,2021-11-10 02:15:41
incident_datetime,2021-11-12 00:17:30
incident_datetime,2021-11-14 00:18:44
incident_datetime,2021-11-14 08:44:15
incident_datetime,2021-11-14 21:44:03
incident_datetime,2021-11-15 09:29:45
incident_datetime,2021-11-15 21:30:14
incident_datetime,2021-11-16 17:00:35
incident_datetime,2021-11-17 10:13:28
incident_datetime,2021-11-17 11:37:09
incident_datetime,2021-11-17 14:01:52
incident_datetime,2021-11-17 22:38:34
incident_datetime,2021-11-17 23:30:39
incident_datetime,2021-11-18 13:01:24
incident_datetime,2021-11-20 17:00:19
incident_datetime,2021-11-21 09:55:01
incident_datetime,2021-11-21 16:09:05
incident_datetime,2021-11-22 22:05:35
incident_datetime,2021-11-23 02:50:26
incident_datetime,2021-11-23 22:58:24
incident_datetime,2021-11-24 18:24:18
incident_datetime,2021-11-25 07:05:23
incident_datetime,2021-11-25 18:00:29
incident_datetime,2021-11-27 10:02:39
incident_datetime,2021-11-27 12:24:44
incident_datetime,2021-11-27 23:26:27
incident_datetime,2021-11-28 17:50:47
incident_datetime,2021-11-28 22:38:02
incident_datetime,2021-11-29 07:24:57
incident_datetime,2021-11-29 21:10:13
incident_datetime,2021-11-30 18:09:38
incident_datetime,2021-11-30 22:06:21
incident_datetime,2021-12-02 09:07:27
incident_datetime,2021-12-02 12:58:45
incident_datetime,2021-12-03 01:53:29
incident_datetime,2021-12-03 02:44:36
incident_datetime,2021-12-04 01:25:08
incident_datetime,2021-12-04 05:07:12
incident_datetime,2021-12-04 05:26:28
incident_datetime,2021-12-05 05:24:37
incident_datetime,2021-12-05 14:09:30
incident_datetime,2021-12-06 05:46:01
incident_datetime,2021-12-06 14:06:48
incident_datetime,2021-12-07 06:26:08
incident_datetime,2021-12-09 07:46:26
incident_datetime,2021-12-09 16:56:52
incident_datetime,2021-12-09 22:01:14
incident_datetime,2021-12-10 00:44:07
incident_datetime,2021-12-10 05:54:27
incident_datetime,2021-12-10 19:42:21
incident_datetime,2021-12-11 02:19:03
incident_datetime,2021-12-11 02:55:11
incident_datetime,2021-12-11 13:27:28
incident_datetime,2021-12-11 20:24:10
incident_datetime,2021-12-12 00:40:53
incident_datetime,2021-12-12 02:51:57
incident_datetime,2021-12-13 06:30:55
incident_datetime,2021-12-14 23:33:13
incident_datetime,2021-12-15 03:45:53
incident_datetime,2021-12-15 15:31:57
incident_datetime,2021-12-17 04:52:04
incident_datetime,2021-12-17 05:20:53
